,bill_number,category
36541,G0503849,['BEVERAGE']
36542,G0503852,"['BEVERAGE', 'BEVERAGE']"
36543,G0503860,"['BEVERAGE', 'FOOD', 'FOOD', 'TOBACCO', 'TOBACCO']"
36544,G0503861,"['BEVERAGE', 'TOBACCO', 'TOBACCO']"
36545,G0503736,"['BEVERAGE', 'BEVERAGE', 'FOOD']"
36546,G0503862,"['BEVERAGE', 'TOBACCO']"
36547,G0503863,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD']"
36548,G0503864,"['BEVERAGE', 'FOOD']"
36549,G0503869,['BEVERAGE']
36550,G0503882,"['BEVERAGE', 'TOBACCO']"
36551,G0503883,"['BEVERAGE', 'FOOD', 'TOBACCO']"
36552,G0503886,"['BEVERAGE', 'BEVERAGE', 'TOBACCO']"
36553,G0503737,['BEVERAGE']
36554,G0503738,"['BEVERAGE', 'FOOD', 'FOOD', 'TOBACCO', 'FOOD', 'FOOD']"
36555,G0503890,"['BEVERAGE', 'FOOD', 'TOBACCO', 'TOBACCO']"
36556,G0503892,"['BEVERAGE', 'FOOD', 'FOOD', 'TOBACCO']"
36557,G0503741,"['BEVERAGE', 'BEVERAGE']"
36558,G0503894,"['BEVERAGE', 'FOOD']"
36559,G0503896,"['BEVERAGE', 'BEVERAGE', 'FOOD']"
36560,G0503742,"['BEVERAGE', 'BEVERAGE']"
36561,G0503897,"['BEVERAGE', 'BEVERAGE']"
36562,G0503899,"['FOOD', 'FOOD', 'FOOD']"
36563,G0503901,"['FOOD', 'TOBACCO']"
36564,G0503902,"['FOOD', 'FOOD', 'TOBACCO', 'FOOD']"
36565,G0503903,"['FOOD', 'FOOD', 'FOOD', 'FOOD', 'TOBACCO', 'TOBACCO', 'FOOD']"
36566,G0503906,['FOOD']
36567,G0503750,"['FOOD', 'TOBACCO']"
36568,G0503758,"['FOOD', 'FOOD', 'FOOD', 'TOBACCO', 'BEVERAGE']"
36569,G0503764,"['FOOD', 'TOBACCO']"
36570,G0503766,"['FOOD', 'TOBACCO']"
36571,G0503769,['FOOD']
36572,G0503771,"['FOOD', 'TOBACCO']"
36573,G0503778,"['FOOD', 'FOOD']"
36574,G0503782,"['FOOD', 'TOBACCO']"
36575,G0503784,"['FOOD', 'TOBACCO']"
36576,G0503785,"['FOOD', 'FOOD']"
36577,G0503790,"['FOOD', 'TOBACCO']"
36578,G0503805,"['FOOD', 'TOBACCO']"
36579,G0503806,['FOOD']
36580,G0503807,['FOOD']
36581,G0503810,"['FOOD', 'TOBACCO', 'FOOD']"
36582,G0503819,['FOOD']
36583,G0503821,"['FOOD', 'TOBACCO', 'FOOD']"
36584,G0503822,"['FOOD', 'FOOD']"
36585,G0503825,"['FOOD', 'FOOD', 'FOOD', 'TOBACCO']"
36586,G0503830,['FOOD']
36587,G0503831,"['FOOD', 'TOBACCO']"
36588,G0503835,['FOOD']
36589,G0503838,"['FOOD', 'FOOD']"
36590,G0503839,"['FOOD', 'FOOD', 'TOBACCO']"
36591,G0503841,"['FOOD', 'TOBACCO']"
36592,G0503843,['FOOD']
36593,G0503846,['FOOD']
36594,G0503854,"['FOOD', 'FOOD', 'TOBACCO']"
36595,G0503859,"['FOOD', 'FOOD', 'TOBACCO']"
36596,G0503867,['FOOD']
36597,G0503868,"['FOOD', 'TOBACCO']"
36598,G0503870,['FOOD']
36599,G0503871,"['FOOD', 'FOOD']"
36600,G0503874,['FOOD']
36601,G0503875,['FOOD']
36602,G0503878,['FOOD']
36603,G0503879,['FOOD']
36604,G0503881,['FOOD']
36605,G0503888,"['FOOD', 'FOOD']"
36606,G0503891,"['FOOD', 'FOOD', 'TOBACCO', 'BEVERAGE']"
36607,G0503895,['FOOD']
36608,N0030960,"['LIQUOR', 'WINES']"
36609,N0030961,['LIQUOR']
36610,N0030962,"['LIQUOR', 'WINES']"
36611,N0030940,['LIQUOR']
36612,N0030941,['LIQUOR']
36613,N0030942,['LIQUOR']
36614,N0030943,"['LIQUOR', 'LIQUOR']"
36615,N0030944,['LIQUOR']
36616,N0030945,['LIQUOR']
36617,N0030946,['LIQUOR']
36618,N0030948,['LIQUOR']
36619,N0030949,['LIQUOR']
36620,N0030950,['LIQUOR']
36621,N0030951,['LIQUOR']
36622,N0030952,['LIQUOR']
36623,N0030953,['LIQUOR']
36624,N0030954,"['LIQUOR', 'WINES']"
36625,N0030955,['LIQUOR']
36626,N0030956,['LIQUOR']
36627,N0030957,['LIQUOR']
36628,N0030958,['LIQUOR']
36629,N0030959,['LIQUOR']
36630,G0503848,['MERCHANDISE']
36631,G0503872,"['MERCHANDISE', 'MERCHANDISE']"
36632,G0503904,['TOBACCO']
36633,G0503905,['TOBACCO']
36634,G0503751,['TOBACCO']
36635,G0503759,['TOBACCO']
36636,G0503760,['TOBACCO']
36637,G0503763,['TOBACCO']
36638,G0503767,['TOBACCO']
36639,G0503770,"['TOBACCO', 'FOOD']"
36640,G0503772,['TOBACCO']
36641,G0503779,['TOBACCO']
36642,G0503780,"['TOBACCO', 'BEVERAGE']"
36643,G0503781,['TOBACCO']
36644,G0503783,['TOBACCO']
36645,G0503786,['TOBACCO']
36646,G0503791,['TOBACCO']
36647,G0503792,['TOBACCO']
36648,G0503794,['TOBACCO']
36649,G0503795,['TOBACCO']
36650,G0503803,['TOBACCO']
36651,G0503804,['TOBACCO']
36652,G0503808,['TOBACCO']
36653,G0503817,"['TOBACCO', 'TOBACCO']"
36654,G0503834,['TOBACCO']
36655,G0503850,['TOBACCO']
36656,G0503851,['TOBACCO']
36657,G0503853,['TOBACCO']
36658,G0503857,"['TOBACCO', 'TOBACCO']"
36659,G0503865,['TOBACCO']
36660,G0503866,['TOBACCO']
36661,G0503876,['TOBACCO']
36662,G0503877,['TOBACCO']
36663,G0503880,['TOBACCO']
36664,G0503884,['TOBACCO']
36665,G0503885,['TOBACCO']
36666,G0503887,['TOBACCO']
36667,G0503889,['TOBACCO']
36668,G0503739,['TOBACCO']
36669,G0503740,['TOBACCO']
36670,G0503893,['TOBACCO']
36671,G0503743,"['TOBACCO', 'BEVERAGE']"
36672,G0503898,['TOBACCO']
36673,N0030947,['WINES']
36674,G0489052,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE']"
36675,G0505331,"['BEVERAGE', 'TOBACCO', 'BEVERAGE']"
36676,G0516440,['BEVERAGE']
36677,G0474208,"['BEVERAGE', 'BEVERAGE', 'TOBACCO']"
36678,G0474135,"['BEVERAGE', 'FOOD', 'TOBACCO']"
36679,G0474190,"['BEVERAGE', 'BEVERAGE', 'TOBACCO']"
36680,G0483699,['BEVERAGE']
36681,G0494982,['BEVERAGE']
36682,G0495038,"['BEVERAGE', 'FOOD', 'FOOD', 'TOBACCO']"
36683,G0516681,['BEVERAGE']
36684,G0484037,"['BEVERAGE', 'BEVERAGE', 'TOBACCO']"
36685,G0510903,"['BEVERAGE', 'FOOD']"
36686,G0474636,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'TOBACCO']"
36687,G0489650,['BEVERAGE']
36688,G0511302,"['BEVERAGE', 'FOOD']"
36689,G0474782,"['BEVERAGE', 'TOBACCO']"
36690,G0479388,['BEVERAGE']
36691,G0484518,['BEVERAGE']
36692,G0489953,"['BEVERAGE', 'BEVERAGE']"
36693,G0495779,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'TOBACCO']"
36694,G0511571,"['BEVERAGE', 'BEVERAGE']"
36695,G0517526,['BEVERAGE']
36696,G0479548,"['BEVERAGE', 'FOOD']"
36697,G0495915,['BEVERAGE']
36698,G0511631,['BEVERAGE']
36699,G0517714,['BEVERAGE']
36700,G0517769,['BEVERAGE']
36701,G0496067,['BEVERAGE']
36702,G0506583,"['BEVERAGE', 'FOOD']"
36703,G0508882,['BEVERAGE']
36704,G0508883,['BEVERAGE']
36705,G0508884,"['BEVERAGE', 'TOBACCO']"
36706,G0508885,"['BEVERAGE', 'TOBACCO']"
36707,G0508886,['BEVERAGE']
36708,G0508887,"['BEVERAGE', 'FOOD', 'FOOD']"
36709,G0508895,"['BEVERAGE', 'TOBACCO']"
36710,G0508897,"['BEVERAGE', 'FOOD']"
36711,G0508899,['BEVERAGE']
36712,G0508901,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD', 'FOOD']"
36713,G0508902,['BEVERAGE']
36714,G0508910,"['BEVERAGE', 'FOOD', 'FOOD']"
36715,G0508911,"['BEVERAGE', 'TOBACCO']"
36716,G0508912,"['BEVERAGE', 'BEVERAGE']"
36717,G0508916,"['BEVERAGE', 'BEVERAGE', 'FOOD']"
36718,G0508918,"['BEVERAGE', 'BEVERAGE', 'FOOD']"
36719,G0508925,['BEVERAGE']
36720,G0508926,"['BEVERAGE', 'TOBACCO', 'FOOD', 'BEVERAGE']"
36721,G0508929,['BEVERAGE']
36722,G0508935,"['BEVERAGE', 'TOBACCO']"
36723,G0508936,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'TOBACCO']"
36724,G0508937,"['BEVERAGE', 'FOOD']"
36725,G0508940,['BEVERAGE']
36726,G0508942,"['BEVERAGE', 'FOOD', 'FOOD', 'TOBACCO']"
36727,G0508946,"['BEVERAGE', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'TOBACCO']"
36728,G0508954,['BEVERAGE']
36729,G0508957,['BEVERAGE']
36730,G0508959,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD', 'FOOD', 'FOOD']"
36731,G0508962,['BEVERAGE']
36732,G0508963,"['BEVERAGE', 'BEVERAGE', 'FOOD']"
36733,G0508965,"['BEVERAGE', 'FOOD']"
36734,G0508966,"['BEVERAGE', 'BEVERAGE']"
36735,G0508970,"['BEVERAGE', 'FOOD']"
36736,G0508974,"['BEVERAGE', 'TOBACCO']"
36737,G0508981,"['BEVERAGE', 'BEVERAGE']"
36738,G0508982,"['BEVERAGE', 'TOBACCO']"
36739,G0508985,"['BEVERAGE', 'FOOD']"
36740,G0508988,"['BEVERAGE', 'BEVERAGE', 'FOOD']"
36741,G0508989,['BEVERAGE']
36742,G0508993,"['BEVERAGE', 'TOBACCO', 'FOOD']"
36743,G0508997,['BEVERAGE']
36744,G0509000,"['BEVERAGE', 'TOBACCO', 'TOBACCO']"
36745,G0509002,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'TOBACCO']"
36746,G0509004,"['BEVERAGE', 'TOBACCO']"
36747,G0508874,"['BEVERAGE', 'FOOD']"
36748,G0509007,"['BEVERAGE', 'TOBACCO']"
36749,G0509008,['BEVERAGE']
36750,G0508875,"['BEVERAGE', 'BEVERAGE']"
36751,G0509011,"['BEVERAGE', 'TOBACCO']"
36752,G0508889,['FOOD']
36753,G0508892,"['FOOD', 'FOOD', 'TOBACCO']"
36754,G0508894,['FOOD']
36755,G0508903,['FOOD']
36756,G0508908,['FOOD']
36757,G0508909,"['FOOD', 'FOOD', 'FOOD']"
36758,G0508921,"['FOOD', 'TOBACCO']"
36759,G0508922,"['FOOD', 'FOOD']"
36760,G0508924,"['FOOD', 'TOBACCO']"
36761,G0508927,"['FOOD', 'TOBACCO']"
36762,G0508931,['FOOD']
36763,G0508943,"['FOOD', 'BEVERAGE']"
36764,G0508948,['FOOD']
36765,G0508949,['FOOD']
36766,G0508951,"['FOOD', 'TOBACCO', 'BEVERAGE']"
36767,G0508952,['FOOD']
36768,G0508953,"['FOOD', 'TOBACCO']"
36769,G0508955,['FOOD']
36770,G0508960,"['FOOD', 'FOOD', 'TOBACCO']"
36771,G0508968,['FOOD']
36772,G0508969,"['FOOD', 'FOOD']"
36773,G0508973,['FOOD']
36774,G0508975,"['FOOD', 'TOBACCO']"
36775,G0508980,"['FOOD', 'TOBACCO']"
36776,G0508983,"['FOOD', 'FOOD']"
36777,G0508984,"['FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD']"
36778,G0508986,"['FOOD', 'FOOD', 'FOOD']"
36779,G0508991,['FOOD']
36780,G0508992,"['FOOD', 'FOOD']"
36781,G0508994,"['FOOD', 'FOOD', 'TOBACCO']"
36782,G0508999,"['FOOD', 'TOBACCO']"
36783,G0508872,['FOOD']
36784,G0509009,"['FOOD', 'TOBACCO']"
36785,G0509015,"['FOOD', 'FOOD']"
36786,G0508879,"['FOOD', 'FOOD']"
36787,G0508880,"['FOOD', 'FOOD', 'FOOD']"
36788,N0031441,['LIQUOR']
36789,N0031442,['LIQUOR']
36790,N0031443,['LIQUOR']
36791,N0031445,"['LIQUOR', 'LIQUOR']"
36792,N0031446,['LIQUOR']
36793,N0031447,"['LIQUOR', 'LIQUOR']"
36794,N0031448,['LIQUOR']
36795,N0031449,['LIQUOR']
36796,N0031450,['LIQUOR']
36797,G0508881,['TOBACCO']
36798,G0508888,['TOBACCO']
36799,G0508890,['TOBACCO']
36800,G0508891,['TOBACCO']
36801,G0508896,['TOBACCO']
36802,G0508898,"['TOBACCO', 'TOBACCO']"
36803,G0508905,['TOBACCO']
36804,G0508907,['TOBACCO']
36805,G0508913,['TOBACCO']
36806,G0508914,['TOBACCO']
36807,G0508917,['TOBACCO']
36808,G0508920,['TOBACCO']
36809,G0508923,['TOBACCO']
36810,G0508928,['TOBACCO']
36811,G0508930,"['TOBACCO', 'TOBACCO']"
36812,G0508932,['TOBACCO']
36813,G0508933,['TOBACCO']
36814,G0508934,['TOBACCO']
36815,G0508938,['TOBACCO']
36816,G0508941,['TOBACCO']
36817,G0508944,['TOBACCO']
36818,G0508945,['TOBACCO']
36819,G0508950,['TOBACCO']
36820,G0508956,['TOBACCO']
36821,G0508958,"['TOBACCO', 'TOBACCO']"
36822,G0508967,['TOBACCO']
36823,G0508971,"['TOBACCO', 'FOOD']"
36824,G0508976,['TOBACCO']
36825,G0508977,['TOBACCO']
36826,G0508978,"['TOBACCO', 'BEVERAGE']"
36827,N0031451,['TOBACCO']
36828,G0509005,['TOBACCO']
36829,G0509006,['TOBACCO']
36830,G0509010,['TOBACCO']
36831,G0509012,['TOBACCO']
36832,G0509013,"['TOBACCO', 'FOOD']"
36833,G0509014,['TOBACCO']
36834,G0509017,['TOBACCO']
36835,N0031444,['WINES']
36836,G0485677,['FOOD']
36837,G0514517,['BEVERAGE']
36838,G0514702,"['BEVERAGE', 'FOOD', 'FOOD', 'FOOD']"
36839,G0514527,['BEVERAGE']
36840,G0514531,"['BEVERAGE', 'FOOD']"
36841,G0514533,"['BEVERAGE', 'BEVERAGE']"
36842,G0514537,['BEVERAGE']
36843,G0514541,"['BEVERAGE', 'FOOD', 'FOOD']"
36844,G0514542,"['BEVERAGE', 'BEVERAGE']"
36845,G0514546,"['BEVERAGE', 'FOOD']"
36846,G0514547,"['BEVERAGE', 'FOOD', 'FOOD']"
36847,G0514548,"['BEVERAGE', 'FOOD']"
36848,G0514552,['BEVERAGE']
36849,G0514560,"['BEVERAGE', 'BEVERAGE']"
36850,G0514562,['BEVERAGE']
36851,G0514566,"['BEVERAGE', 'FOOD']"
36852,G0514568,"['BEVERAGE', 'FOOD', 'TOBACCO']"
36853,G0514569,"['BEVERAGE', 'TOBACCO']"
36854,G0514570,['BEVERAGE']
36855,G0514573,"['BEVERAGE', 'FOOD']"
36856,G0514574,"['BEVERAGE', 'FOOD', 'TOBACCO']"
36857,G0514581,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD']"
36858,G0514587,['BEVERAGE']
36859,G0514590,"['BEVERAGE', 'FOOD']"
36860,G0514592,"['BEVERAGE', 'FOOD', 'FOOD']"
36861,G0514593,"['BEVERAGE', 'BEVERAGE', 'FOOD']"
36862,G0514594,"['BEVERAGE', 'FOOD', 'BEVERAGE']"
36863,G0514598,"['BEVERAGE', 'BEVERAGE']"
36864,G0514600,"['BEVERAGE', 'TOBACCO']"
36865,G0514609,"['BEVERAGE', 'BEVERAGE', 'TOBACCO']"
36866,G0514610,"['BEVERAGE', 'TOBACCO']"
36867,G0514611,"['BEVERAGE', 'FOOD']"
36868,G0514621,"['BEVERAGE', 'FOOD']"
36869,G0514622,"['BEVERAGE', 'FOOD', 'FOOD']"
36870,G0514625,"['BEVERAGE', 'FOOD', 'TOBACCO']"
36871,G0514633,"['BEVERAGE', 'FOOD', 'FOOD', 'FOOD', 'TOBACCO']"
36872,G0514636,['BEVERAGE']
36873,G0514640,"['BEVERAGE', 'TOBACCO']"
36874,G0514641,"['BEVERAGE', 'FOOD', 'FOOD', 'TOBACCO']"
36875,G0514642,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD', 'TOBACCO']"
36876,G0514645,"['BEVERAGE', 'BEVERAGE']"
36877,G0514648,['BEVERAGE']
36878,G0514653,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD']"
36879,G0514656,['BEVERAGE']
36880,G0514660,"['BEVERAGE', 'BEVERAGE']"
36881,G0514501,"['BEVERAGE', 'FOOD']"
36882,G0514668,"['BEVERAGE', 'TOBACCO']"
36883,G0514672,"['BEVERAGE', 'FOOD', 'TOBACCO']"
36884,G0514675,"['BEVERAGE', 'TOBACCO']"
36885,G0514503,"['BEVERAGE', 'TOBACCO']"
36886,G0514504,"['BEVERAGE', 'FOOD', 'FOOD']"
36887,G0514680,"['BEVERAGE', 'BEVERAGE']"
36888,G0514507,"['BEVERAGE', 'FOOD', 'TOBACCO']"
36889,G0514508,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'FOOD']"
36890,G0514683,"['BEVERAGE', 'FOOD', 'FOOD', 'FOOD', 'TOBACCO', 'TOBACCO', 'TOBACCO']"
36891,G0514686,['BEVERAGE']
36892,G0514688,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD', 'FOOD', 'FOOD']"
36893,G0514689,"['BEVERAGE', 'BEVERAGE', 'TOBACCO']"
36894,G0514513,"['BEVERAGE', 'FOOD']"
36895,G0514516,['BEVERAGE']
36896,G0514697,"['BEVERAGE', 'TOBACCO']"
36897,G0514518,"['FOOD', 'TOBACCO']"
36898,G0514700,"['FOOD', 'TOBACCO', 'BEVERAGE']"
36899,G0514520,"['FOOD', 'FOOD', 'FOOD']"
36900,G0514523,['FOOD']
36901,G0514524,"['FOOD', 'FOOD', 'FOOD', 'TOBACCO']"
36902,G0514528,"['FOOD', 'FOOD', 'BEVERAGE']"
36903,G0514532,"['FOOD', 'FOOD']"
36904,G0514534,"['FOOD', 'TOBACCO', 'BEVERAGE']"
36905,G0514543,['FOOD']
36906,G0514550,"['FOOD', 'FOOD', 'FOOD', 'TOBACCO', 'FOOD']"
36907,G0514551,['FOOD']
36908,G0514554,"['FOOD', 'TOBACCO']"
36909,G0514558,"['FOOD', 'TOBACCO']"
36910,G0514559,"['FOOD', 'FOOD', 'FOOD', 'FOOD']"
36911,G0514565,"['FOOD', 'TOBACCO']"
36912,G0514567,['FOOD']
36913,G0514577,['FOOD']
36914,G0514582,['FOOD']
36915,G0514584,"['FOOD', 'TOBACCO']"
36916,G0514588,['FOOD']
36917,G0514601,['FOOD']
36918,G0514606,"['FOOD', 'FOOD']"
36919,G0514613,"['FOOD', 'FOOD']"
36920,G0514616,"['FOOD', 'FOOD']"
36921,G0514618,"['FOOD', 'TOBACCO']"
36922,G0514620,"['FOOD', 'FOOD']"
36923,G0514623,['FOOD']
36924,G0514626,"['FOOD', 'FOOD']"
36925,G0514630,"['FOOD', 'FOOD', 'TOBACCO']"
36926,G0514632,['FOOD']
36927,G0514635,"['FOOD', 'TOBACCO']"
36928,G0514639,"['FOOD', 'TOBACCO']"
36929,G0514646,"['FOOD', 'FOOD', 'FOOD']"
36930,G0514649,['FOOD']
36931,G0514651,"['FOOD', 'FOOD', 'TOBACCO']"
36932,G0514654,['FOOD']
36933,G0514659,['FOOD']
36934,G0514664,"['FOOD', 'FOOD', 'TOBACCO']"
36935,G0514665,"['FOOD', 'FOOD', 'FOOD']"
36936,G0514502,"['FOOD', 'FOOD']"
36937,G0514678,"['FOOD', 'FOOD', 'FOOD', 'FOOD']"
36938,G0514509,"['FOOD', 'FOOD', 'FOOD']"
36939,G0514687,"['FOOD', 'TOBACCO']"
36940,G0514511,"['FOOD', 'TOBACCO']"
36941,G0514692,"['FOOD', 'TOBACCO', 'BEVERAGE']"
36942,G0514694,"['FOOD', 'TOBACCO']"
36943,G0514514,"['FOOD', 'TOBACCO']"
36944,N0032064,['LIQUOR']
36945,N0032065,['LIQUOR']
36946,N0032066,['LIQUOR']
36947,N0032047,['LIQUOR']
36948,N0032048,['LIQUOR']
36949,N0032049,['LIQUOR']
36950,N0032051,['LIQUOR']
36951,N0032052,['LIQUOR']
36952,N0032054,"['LIQUOR', 'LIQUOR']"
36953,N0032055,"['LIQUOR', 'WINES']"
36954,N0032056,['LIQUOR']
36955,N0032057,['LIQUOR']
36956,N0032058,['LIQUOR']
36957,N0032059,['LIQUOR']
36958,N0032060,['LIQUOR']
36959,N0032061,['LIQUOR']
36960,N0032062,['LIQUOR']
36961,N0032046,['LIQUOR']
36962,N0032063,['LIQUOR']
36963,G0514629,['MERCHANDISE']
36964,G0514698,['TOBACCO']
36965,G0514699,['TOBACCO']
36966,G0514701,['TOBACCO']
36967,G0514519,['TOBACCO']
36968,G0514522,['TOBACCO']
36969,G0514525,['TOBACCO']
36970,G0514526,['TOBACCO']
36971,G0514529,['TOBACCO']
36972,G0514530,['TOBACCO']
36973,G0514535,"['TOBACCO', 'BEVERAGE']"
36974,G0514536,['TOBACCO']
36975,G0514538,['TOBACCO']
36976,G0514539,['TOBACCO']
36977,G0514544,['TOBACCO']
36978,G0514545,"['TOBACCO', 'FOOD']"
36979,G0514553,['TOBACCO']
36980,G0514555,"['TOBACCO', 'FOOD']"
36981,G0514556,['TOBACCO']
36982,G0514561,['TOBACCO']
36983,G0514563,['TOBACCO']
36984,G0514564,['TOBACCO']
36985,G0514576,"['TOBACCO', 'TOBACCO']"
36986,G0514578,['TOBACCO']
36987,G0514580,['TOBACCO']
36988,G0514585,['TOBACCO']
36989,G0514595,['TOBACCO']
36990,G0514596,['TOBACCO']
36991,G0514602,['TOBACCO']
36992,G0514603,"['TOBACCO', 'FOOD']"
36993,G0514604,['TOBACCO']
36994,G0514608,['TOBACCO']
36995,G0514614,['TOBACCO']
36996,G0514615,['TOBACCO']
36997,G0514617,['TOBACCO']
36998,G0514624,"['TOBACCO', 'FOOD']"
36999,G0514628,['TOBACCO']
37000,G0514631,['TOBACCO']
37001,G0514637,['TOBACCO']
37002,G0514638,['TOBACCO']
37003,G0514644,"['TOBACCO', 'FOOD']"
37004,G0514647,['TOBACCO']
37005,G0514657,['TOBACCO']
37006,G0514658,['TOBACCO']
37007,G0514662,['TOBACCO']
37008,G0514666,"['TOBACCO', 'TOBACCO']"
37009,G0514667,['TOBACCO']
37010,G0514674,['TOBACCO']
37011,G0514676,['TOBACCO']
37012,G0514679,['TOBACCO']
37013,G0514505,['TOBACCO']
37014,G0514685,['TOBACCO']
37015,G0514510,['TOBACCO']
37016,G0514690,['TOBACCO']
37017,G0514691,['TOBACCO']
37018,G0514512,['TOBACCO']
37019,G0514696,['TOBACCO']
37020,N0032050,['WINES']
37021,N0032053,['WINES']
37022,G0498246,['FOOD']
37023,G0503856,['FOOD']
37024,G0472643,"['FOOD', 'FOOD', 'TOBACCO']"
37025,G0472683,"['FOOD', 'BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD']"
37026,G0477283,"['FOOD', 'FOOD', 'FOOD', 'TOBACCO']"
37027,G0487434,['FOOD']
37028,G0487527,"['FOOD', 'BEVERAGE', 'FOOD', 'TOBACCO']"
37029,G0498779,"['FOOD', 'BEVERAGE', 'FOOD', 'FOOD', 'FOOD']"
37030,G0503960,"['FOOD', 'BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD']"
37031,G0503997,"['FOOD', 'BEVERAGE', 'FOOD', 'FOOD']"
37032,G0472772,"['FOOD', 'BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD', 'TOBACCO', 'FOOD', 'FOOD']"
37033,G0472832,"['FOOD', 'BEVERAGE', 'BEVERAGE', 'FOOD']"
37034,G0509187,"['FOOD', 'BEVERAGE', 'BEVERAGE', 'FOOD']"
37035,G0472943,"['FOOD', 'FOOD']"
37036,G0477622,"['FOOD', 'BEVERAGE', 'BEVERAGE', 'FOOD', 'TOBACCO']"
37037,G0482481,"['FOOD', 'FOOD', 'FOOD']"
37038,G0482556,"['FOOD', 'BEVERAGE', 'FOOD', 'FOOD']"
37039,G0493667,"['FOOD', 'BEVERAGE', 'FOOD', 'FOOD', 'TOBACCO', 'TOBACCO']"
37040,G0493740,"['FOOD', 'BEVERAGE', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD']"
37041,G0499242,"['FOOD', 'FOOD', 'FOOD', 'FOOD', 'TOBACCO', 'FOOD', 'FOOD']"
37042,G0499094,"['FOOD', 'BEVERAGE', 'FOOD']"
37043,G0504262,"['FOOD', 'TOBACCO']"
37044,G0504277,"['FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD']"
37045,G0504359,"['FOOD', 'FOOD', 'BEVERAGE', 'FOOD', 'FOOD']"
37046,G0515187,"['FOOD', 'BEVERAGE', 'BEVERAGE', 'BEVERAGE', 'FOOD', 'TOBACCO']"
37047,G0515192,"['FOOD', 'FOOD']"
37048,G0473149,"['FOOD', 'BEVERAGE']"
37049,G0473188,"['FOOD', 'BEVERAGE', 'FOOD', 'FOOD', 'FOOD']"
37050,G0482660,"['FOOD', 'FOOD', 'BEVERAGE']"
37051,G0482814,"['FOOD', 'BEVERAGE', 'FOOD', 'TOBACCO']"
37052,G0482819,"['FOOD', 'FOOD']"
37053,G0493828,"['FOOD', 'BEVERAGE', 'BEVERAGE']"
37054,G0521079,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD']"
37055,G0521081,"['BEVERAGE', 'FOOD', 'FOOD', 'FOOD']"
37056,G0521088,"['BEVERAGE', 'BEVERAGE', 'BEVERAGE']"
37057,G0521089,"['BEVERAGE', 'BEVERAGE']"
37058,G0521091,"['BEVERAGE', 'FOOD']"
37059,G0521092,['BEVERAGE']
37060,G0521093,"['BEVERAGE', 'BEVERAGE']"
37061,G0521097,"['BEVERAGE', 'FOOD', 'FOOD']"
37062,G0521100,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'TOBACCO']"
37063,G0521102,"['BEVERAGE', 'FOOD', 'FOOD', 'FOOD']"
37064,G0521104,"['BEVERAGE', 'FOOD']"
37065,G0521105,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'FOOD', 'FOOD', 'FOOD']"
37066,G0521106,"['BEVERAGE', 'FOOD', 'FOOD', 'FOOD']"
37067,G0521108,"['BEVERAGE', 'FOOD']"
37068,G0521110,['BEVERAGE']
37069,G0521113,"['BEVERAGE', 'BEVERAGE', 'FOOD', 'TOBACCO']"
37070,G0521114,"['BEVERAGE', 'FOOD']"
37071,G0521117,"['BEVERAGE', 'TOBACCO']"
37072,G0521118,"['BEVERAGE', 'FOOD']"
37073,G0521120,"['BEVERAGE', 'BEVERAGE']"
37074,G0521123,"['BEVERAGE', 'FOOD']"
37075,G0521124,['BEVERAGE']
37076,G0521126,"['BEVERAGE', 'FOOD', 'FOOD']"
37077,G0521127,"['BEVERAGE', 'BEVERAGE', 'TOBACCO']"
37078,G0521128,"['BEVERAGE', 'FOOD', 'TOBACCO']"
37079,G0521129,"['BEVERAGE', 'BEVERAGE']"
